Entity,Code,Year,natural_ha_share
Gambia,GMB,1860,68.4321608
Gambia,GMB,1870,68.12733731
Gambia,GMB,1880,67.82777269
Gambia,GMB,1890,67.52142808
Gambia,GMB,1900,67.19199184
Gambia,GMB,1910,66.89861101
Gambia,GMB,1920,64.53428042
Gambia,GMB,1930,61.64155528
Gambia,GMB,1940,58.13998539
Gambia,GMB,1950,53.8445165
Gambia,GMB,1960,47.68073424
Gambia,GMB,1970,45.99806236
Gambia,GMB,1980,42.73389402
Gambia,GMB,1990,34.26468565
Gambia,GMB,2000,28.10193414
Gambia,GMB,2010,22.71082697
Georgia,GEO,1780,78.4928515
Georgia,GEO,1790,77.81250699
Georgia,GEO,1800,77.07334972
Georgia,GEO,1810,76.27672994
Georgia,GEO,1820,75.41094924
Georgia,GEO,1830,74.46930195
Georgia,GEO,1840,73.44891352
Georgia,GEO,1850,72.35384022
Georgia,GEO,1860,71.18788026
Georgia,GEO,1870,69.93230893
Georgia,GEO,1880,68.58190159
Georgia,GEO,1890,67.11916459
Georgia,GEO,1900,65.51539835
Georgia,GEO,1910,63.77043638
Georgia,GEO,1920,61.92115215
Georgia,GEO,1930,60.01699236
Georgia,GEO,1940,54.41516482
Georgia,GEO,1950,54.89584456
Georgia,GEO,1960,48.80391384
Georgia,GEO,1970,48.47832367
Georgia,GEO,1980,47.88161608
Georgia,GEO,1990,48.48391222
Georgia,GEO,2000,47.56690115
Georgia,GEO,2010,47.88064639
Germany,DEU,1780,46.10104333
Germany,DEU,1790,45.7514911
Germany,DEU,1800,45.42300416
Germany,DEU,1810,45.91258586
Germany,DEU,1820,46.39932242
Germany,DEU,1830,45.61620575
Germany,DEU,1840,44.96948838
Germany,DEU,1850,44.64695932
Germany,DEU,1860,44.79017291
Germany,DEU,1870,44.52638887
Germany,DEU,1880,43.73719007
Germany,DEU,1890,43.15028532
Germany,DEU,1900,41.29378443
Germany,DEU,1910,39.58719573
Germany,DEU,1920,42.96114562
Germany,DEU,1930,43.14962258
Germany,DEU,1940,43.32760815
Germany,DEU,1950,46.15307665
Germany,DEU,1960,46.04979922
Germany,DEU,1970,48.60751274
Germany,DEU,1980,52.34685151
Germany,DEU,1990,58.28120579
Germany,DEU,2000,64.71010411
Germany,DEU,2010,65.26715069
Ghana,GHA,1780,83.8846935
Ghana,GHA,1790,83.944823
Ghana,GHA,1800,84.01005002
Ghana,GHA,1810,84.06586582
Ghana,GHA,1820,83.81200223
Ghana,GHA,1830,83.53502309
Ghana,GHA,1840,83.24640241
Ghana,GHA,1850,82.96000285
Ghana,GHA,1860,82.67004534
Ghana,GHA,1870,82.21732569
Ghana,GHA,1880,81.74918531
Ghana,GHA,1890,81.26631864
Ghana,GHA,1900,80.76098267
Ghana,GHA,1910,80.23007793
Ghana,GHA,1920,77.1717003
Ghana,GHA,1930,73.86678842
Ghana,GHA,1940,69.33664256
Ghana,GHA,1950,64.09173179
Ghana,GHA,1960,52.45531274
Ghana,GHA,1970,54.680875
Ghana,GHA,1980,53.66895056
Ghana,GHA,1990,51.5365892
Ghana,GHA,2000,49.87480408
Ghana,GHA,2010,48.23371788
Greece,GRC,1780,59.02472849
Greece,GRC,1790,58.07292345
Greece,GRC,1800,57.09984333
Greece,GRC,1810,56.15219437
Greece,GRC,1820,55.11561873
Greece,GRC,1830,53.59267162
Greece,GRC,1840,51.96155916
Greece,GRC,1850,50.24923886
Greece,GRC,1860,49.42542449
Greece,GRC,1870,48.50493599
Greece,GRC,1880,47.36968499
Greece,GRC,1890,46.17888725
Greece,GRC,1900,45.033833
Greece,GRC,1910,44.12042514
Greece,GRC,1920,43.16416801
Greece,GRC,1930,42.86333104
Greece,GRC,1940,41.72954698
Greece,GRC,1950,42.22080746
Greece,GRC,1960,40.04952149
Greece,GRC,1970,40.24746204
Greece,GRC,1980,43.14132468
Greece,GRC,1990,50.35428579
Greece,GRC,2000,57.96393774
Greece,GRC,2010,59.63210946
Guatemala,GTM,1780,93.56707129
Guatemala,GTM,1790,93.62576392
Guatemala,GTM,1800,93.68572401
Guatemala,GTM,1810,93.74827034
Guatemala,GTM,1820,93.8033444
Guatemala,GTM,1830,93.39011828
Guatemala,GTM,1840,92.96303336
Guatemala,GTM,1850,92.48750744
Guatemala,GTM,1860,91.92881956
Guatemala,GTM,1870,91.38562908
Guatemala,GTM,1880,90.9538756
Guatemala,GTM,1890,90.65470003
Guatemala,GTM,1900,90.32403891
Guatemala,GTM,1910,89.62194055
Guatemala,GTM,1920,88.86417619
Guatemala,GTM,1930,88.00206848
Guatemala,GTM,1940,85.7908494
Guatemala,GTM,1950,81.65480319
Guatemala,GTM,1960,76.58608081
Guatemala,GTM,1970,75.71634556
Guatemala,GTM,1980,73.39510893
Guatemala,GTM,1990,67.87101127
Guatemala,GTM,2000,67.32271988
Guatemala,GTM,2010,67.08834462
Guinea,GIN,1780,85.30939762
Guinea,GIN,1790,85.55232782
Guinea,GIN,1800,85.78753219
Guinea,GIN,1810,86.0173263
Guinea,GIN,1820,85.68264524
Guinea,GIN,1830,85.33943419
Guinea,GIN,1840,84.98432653
Guinea,GIN,1850,84.62036121
Guinea,GIN,1860,84.24606901
Guinea,GIN,1870,83.68183407
Guinea,GIN,1880,83.09448077
Guinea,GIN,1890,82.479754
Guinea,GIN,1900,81.84202118
Guinea,GIN,1910,81.17301299
Guinea,GIN,1920,77.39210291
Guinea,GIN,1930,72.78946442
Guinea,GIN,1940,67.55056193
Guinea,GIN,1950,61.39601104
Guinea,GIN,1960,53.5369161
Guinea,GIN,1970,53.36821805
Guinea,GIN,1980,53.34994575
Guinea,GIN,1990,52.81463408
Guinea,GIN,2000,61.10748961
Guinea,GIN,2010,60.48354013
Guinea-Bissau,GNB,1780,81.78919583
Guinea-Bissau,GNB,1790,81.82567235
Guinea-Bissau,GNB,1800,81.8754842
Guinea-Bissau,GNB,1810,81.91973933
Guinea-Bissau,GNB,1820,81.62373778
Guinea-Bissau,GNB,1830,81.3266204
Guinea-Bissau,GNB,1840,81.01508962
Guinea-Bissau,GNB,1850,80.69689006
Guinea-Bissau,GNB,1860,80.37207704
Guinea-Bissau,GNB,1870,79.88107364
Guinea-Bissau,GNB,1880,79.3679236
Guinea-Bissau,GNB,1890,78.82716692
Guinea-Bissau,GNB,1900,78.26863197
Guinea-Bissau,GNB,1910,77.6823677
Guinea-Bissau,GNB,1920,74.30077255
Guinea-Bissau,GNB,1930,70.12011729
Guinea-Bissau,GNB,1940,65.00621603
Guinea-Bissau,GNB,1950,58.68968952
Guinea-Bissau,GNB,1960,54.16739289
Guinea-Bissau,GNB,1970,53.82869595
Guinea-Bissau,GNB,1980,55.98947331
Guinea-Bissau,GNB,1990,53.46935399
Guinea-Bissau,GNB,2000,53.03651945
Guinea-Bissau,GNB,2010,52.11709024
Guyana,GUY,1780,97.38436574
Guyana,GUY,1790,97.39271951
Guyana,GUY,1800,97.39928212
Guyana,GUY,1810,97.40434857
Guyana,GUY,1820,97.39658089
Guyana,GUY,1830,97.38255115
Guyana,GUY,1840,97.37597777
Guyana,GUY,1850,97.3661161
Guyana,GUY,1860,97.35491106
Guyana,GUY,1870,97.31419256
Guyana,GUY,1880,97.25528245
Guyana,GUY,1890,97.15060039
Guyana,GUY,1900,96.99908732
Guyana,GUY,1910,96.77700025
Guyana,GUY,1920,96.47689377
Guyana,GUY,1930,96.05766608
Guyana,GUY,1940,95.50216582
Guyana,GUY,1950,94.75881255
Guyana,GUY,1960,93.6127328
Guyana,GUY,1970,93.50176755
Guyana,GUY,1980,92.27192319
Guyana,GUY,1990,92.20053577
Guyana,GUY,2000,92.19514262
Guyana,GUY,2010,92.36791098
Haiti,HTI,1780,78.21354418
Haiti,HTI,1790,77.67561646
Haiti,HTI,1800,77.00707008
Haiti,HTI,1810,76.17254714
Haiti,HTI,1820,75.10592812
Haiti,HTI,1830,74.38970639
Haiti,HTI,1840,73.95470619
Haiti,HTI,1850,73.49894236
Haiti,HTI,1860,72.71186359
Haiti,HTI,1870,71.81849741
Haiti,HTI,1880,71.12407418
Haiti,HTI,1890,69.79791302
Haiti,HTI,1900,68.20641778
Haiti,HTI,1910,66.03385996
Haiti,HTI,1920,63.08284715
Haiti,HTI,1930,59.97519762
Haiti,HTI,1940,56.69092031
Haiti,HTI,1950,51.63844828
Haiti,HTI,1960,45.46423992
Haiti,HTI,1970,44.27399558
Haiti,HTI,1980,46.85754894
Haiti,HTI,1990,46.73657838
Haiti,HTI,2000,49.38576284
Haiti,HTI,2010,49.50892837
High income,,1780,83.24755436
High income,,1790,83.10415461
High income,,1800,82.89418189
High income,,1810,82.64698032
High income,,1820,82.33073963
High income,,1830,81.8289398
High income,,1840,81.14554559
High income,,1850,79.51655701
High income,,1860,77.91350385
High income,,1870,76.27626268
High income,,1880,73.03526643
High income,,1890,68.98381996
High income,,1900,65.5414884
High income,,1910,61.05167073
High income,,1920,56.11502638
High income,,1930,53.61621208
High income,,1940,51.93955934
High income,,1950,48.95190725
High income,,1960,45.8774951
High income,,1970,46.43476059
High income,,1980,47.64720969
High income,,1990,49.06633236
High income,,2000,50.92679288
High income,,2010,52.81968335
Honduras,HND,1780,91.22121688
Honduras,HND,1790,91.18271344
Honduras,HND,1800,91.14797462
Honduras,HND,1810,91.10828645
Honduras,HND,1820,91.0647637
Honduras,HND,1830,89.64619165
Honduras,HND,1840,89.15117302
Honduras,HND,1850,88.57379681
Honduras,HND,1860,88.11708772
Honduras,HND,1870,87.77420512
Honduras,HND,1880,87.41049954
Honduras,HND,1890,87.03893009
Honduras,HND,1900,86.64433417
Honduras,HND,1910,86.1755715
Honduras,HND,1920,85.05108638
Honduras,HND,1930,82.65836921
Honduras,HND,1940,79.69382064
Honduras,HND,1950,75.51187554
Honduras,HND,1960,69.56966828
Honduras,HND,1970,69.25119235
Honduras,HND,1980,69.4623723
Honduras,HND,1990,69.41134208
Honduras,HND,2000,69.45203575
Honduras,HND,2010,69.78449679
Hungary,HUN,1780,65.21321789
Hungary,HUN,1790,63.49978936
Hungary,HUN,1800,61.69233154
Hungary,HUN,1810,59.78970766
Hungary,HUN,1820,57.75159423
Hungary,HUN,1830,54.09016211
Hungary,HUN,1840,50.71877821
Hungary,HUN,1850,49.05963643
Hungary,HUN,1860,48.00820597
Hungary,HUN,1870,46.56991929
Hungary,HUN,1880,44.29840991
Hungary,HUN,1890,41.67900441
Hungary,HUN,1900,37.6197782
Hungary,HUN,1910,34.08868789
Hungary,HUN,1920,33.08803169
Hungary,HUN,1930,29.30364083
Hungary,HUN,1940,25.79398885
Hungary,HUN,1950,22.99794913
Hungary,HUN,1960,19.8321606
Hungary,HUN,1970,24.18702899
Hungary,HUN,1980,27.71191861
Hungary,HUN,1990,31.45567817
Hungary,HUN,2000,41.96886826
Hungary,HUN,2010,42.98760114
India,IND,1780,72.10793504
India,IND,1790,70.52223846
India,IND,1800,68.83301989
India,IND,1810,67.00669286
India,IND,1820,65.02462813
India,IND,1830,62.91984187
India,IND,1840,60.62363843
India,IND,1850,58.15082023
India,IND,1860,57.60943153
India,IND,1870,57.04465484
India,IND,1880,56.50273239
India,IND,1890,55.8573932
India,IND,1900,55.29914415
India,IND,1910,54.88682395
India,IND,1920,54.33889547
India,IND,1930,52.33078556
India,IND,1940,50.16869828
India,IND,1950,47.94647728
India,IND,1960,40.544386
India,IND,1970,40.29682766
India,IND,1980,40.68150264
India,IND,1990,40.53003562
India,IND,2000,40.66011977
India,IND,2010,40.37892478
Indonesia,IDN,1780,93.13895069
Indonesia,IDN,1790,93.01864755
Indonesia,IDN,1800,92.88493623
Indonesia,IDN,1810,92.72821326
Indonesia,IDN,1820,92.55825312
Indonesia,IDN,1830,92.38182239
Indonesia,IDN,1840,92.18905826
Indonesia,IDN,1850,91.99973395
Indonesia,IDN,1860,91.37255793
Indonesia,IDN,1870,90.67816292
Indonesia,IDN,1880,89.95359902
Indonesia,IDN,1890,89.18787777
Indonesia,IDN,1900,88.41297785
Indonesia,IDN,1910,87.38049945
Indonesia,IDN,1920,86.31949719
Indonesia,IDN,1930,85.40879988
Indonesia,IDN,1940,84.4754795
Indonesia,IDN,1950,83.26514744
Indonesia,IDN,1960,81.8191154
Indonesia,IDN,1970,81.83482784
Indonesia,IDN,1980,81.8865121
Indonesia,IDN,1990,79.20530128
Indonesia,IDN,2000,77.83434836
Indonesia,IDN,2010,75.7094797
Iran,IRN,1780,50.05445105
Iran,IRN,1790,49.89356327
Iran,IRN,1800,49.72882462
Iran,IRN,1810,49.56059933
Iran,IRN,1820,49.38823562
Iran,IRN,1830,48.87571682
Iran,IRN,1840,48.36645632
Iran,IRN,1850,47.86383787
Iran,IRN,1860,47.36666841
Iran,IRN,1870,46.87564445
Iran,IRN,1880,45.09224327
Iran,IRN,1890,43.32894036
Iran,IRN,1900,42.00382263
Iran,IRN,1910,40.69709203
Iran,IRN,1920,38.96253016
Iran,IRN,1930,37.09143315
Iran,IRN,1940,35.05902777
Iran,IRN,1950,32.99743845
Iran,IRN,1960,29.51787208
Iran,IRN,1970,31.52517649
Iran,IRN,1980,32.69090344
Iran,IRN,1990,31.17552281
Iran,IRN,2000,30.43652152
Iran,IRN,2010,38.30252749
Iraq,IRQ,1780,47.7787581
Iraq,IRQ,1790,47.80113599
Iraq,IRQ,1800,47.8243862
Iraq,IRQ,1810,47.73436145
Iraq,IRQ,1820,47.63895133
Iraq,IRQ,1830,47.5247237
Iraq,IRQ,1840,47.40530981
Iraq,IRQ,1850,47.27883497
Iraq,IRQ,1860,47.14630991
Iraq,IRQ,1870,46.76107923
Iraq,IRQ,1880,46.28060518
Iraq,IRQ,1890,45.74334769
Iraq,IRQ,1900,45.18178188
Iraq,IRQ,1910,44.52661622
Iraq,IRQ,1920,43.9425088
Iraq,IRQ,1930,43.64029008
Iraq,IRQ,1940,40.9020419
Iraq,IRQ,1950,39.13814762
Iraq,IRQ,1960,35.20605667
Iraq,IRQ,1970,35.07482905
Iraq,IRQ,1980,34.24648558
Iraq,IRQ,1990,33.69672956
Iraq,IRQ,2000,33.17187719
Iraq,IRQ,2010,31.47980229
Ireland,IRL,1780,14.26073936
Ireland,IRL,1790,11.31682506
Ireland,IRL,1800,14.01160134
Ireland,IRL,1810,19.9580557
Ireland,IRL,1820,27.96450646
Ireland,IRL,1830,32.4489946
Ireland,IRL,1840,35.08408229
Ireland,IRL,1850,31.46579355
Ireland,IRL,1860,28.74342072
Ireland,IRL,1870,27.24788599
Ireland,IRL,1880,26.23117785
Ireland,IRL,1890,24.31774967
Ireland,IRL,1900,23.16101722
Ireland,IRL,1910,22.61852739
Ireland,IRL,1920,22.3627451
Ireland,IRL,1930,33.4224153
Ireland,IRL,1940,31.32168639
Ireland,IRL,1950,29.51709728
Ireland,IRL,1960,30.65951874
Ireland,IRL,1970,29.45618243
Ireland,IRL,1980,27.45346636
Ireland,IRL,1990,32.77271249
Ireland,IRL,2000,47.71573485
Ireland,IRL,2010,51.92610237
Israel,ISR,1780,65.93029379
Israel,ISR,1790,65.92649227
Israel,ISR,1800,65.91388273
Israel,ISR,1810,65.91890748
Israel,ISR,1820,65.91396341
Israel,ISR,1830,65.72964368
Israel,ISR,1840,65.65362417
Israel,ISR,1850,65.61041169
Israel,ISR,1860,65.58036971
Israel,ISR,1870,65.6088712
Israel,ISR,1880,65.24661896
Israel,ISR,1890,64.89179932
Israel,ISR,1900,64.96049568
Israel,ISR,1910,64.9753133
Israel,ISR,1920,64.42583755
Israel,ISR,1930,63.5513657
Israel,ISR,1940,60.66628831
Israel,ISR,1950,58.47773864
Israel,ISR,1960,51.67366746
Israel,ISR,1970,52.65599425
Israel,ISR,1980,55.90818834
Israel,ISR,1990,55.36029921
Israel,ISR,2000,56.5389129
Israel,ISR,2010,56.94209322
Italy,ITA,1780,56.03900355
Italy,ITA,1790,55.32556632
Italy,ITA,1800,54.59969144
Italy,ITA,1810,53.85041911
Italy,ITA,1820,53.04809446
Italy,ITA,1830,51.53037314
Italy,ITA,1840,49.97974762
Italy,ITA,1850,48.33726674
Italy,ITA,1860,47.15034627
Italy,ITA,1870,47.08114155
Italy,ITA,1880,45.92776123
Italy,ITA,1890,44.46509599
Italy,ITA,1900,43.1810682
Italy,ITA,1910,41.67452665
Italy,ITA,1920,39.1085429
Italy,ITA,1930,38.32722136
Italy,ITA,1940,37.02715747
Italy,ITA,1950,35.4392659
Italy,ITA,1960,33.29533306
Italy,ITA,1970,34.65857443
Italy,ITA,1980,43.54174914
Italy,ITA,1990,51.67300588
Italy,ITA,2000,57.90757824
Italy,ITA,2010,60.50827781
Jamaica,JAM,1780,96.79666668
Jamaica,JAM,1790,96.79666668
Jamaica,JAM,1800,96.79666668
Jamaica,JAM,1810,96.79666668
Jamaica,JAM,1820,96.79666668
Jamaica,JAM,1830,96.79666668
Jamaica,JAM,1840,96.79666668
Jamaica,JAM,1850,96.79666668
Jamaica,JAM,1860,96.79666668
Jamaica,JAM,1870,96.79666668
Jamaica,JAM,1880,96.79666668
Jamaica,JAM,1890,96.79666668
Jamaica,JAM,1900,96.79666668
Jamaica,JAM,1910,96.79666668
Jamaica,JAM,1920,96.79666668
Jamaica,JAM,1930,96.79666668
Jamaica,JAM,1940,96.79666668
Jamaica,JAM,1950,97.05780316
Jamaica,JAM,1960,97.0646098
Jamaica,JAM,1970,97.0647057
Jamaica,JAM,1980,97.0647057
Jamaica,JAM,1990,97.10514313
Jamaica,JAM,2000,97.10801169
Jamaica,JAM,2010,97.10806578
Japan,JPN,1780,86.66944923
Japan,JPN,1790,86.65191055
Japan,JPN,1800,86.63288257
Japan,JPN,1810,86.47740086
Japan,JPN,1820,86.32490326
Japan,JPN,1830,86.17687592
Japan,JPN,1840,86.03210092
Japan,JPN,1850,85.88880906
Japan,JPN,1860,85.68946987
Japan,JPN,1870,85.50414004
Japan,JPN,1880,85.14230102
Japan,JPN,1890,84.691595
Japan,JPN,1900,83.77819385
Japan,JPN,1910,83.00988421
Japan,JPN,1920,82.17581229
Japan,JPN,1930,81.32108511
Japan,JPN,1940,80.2175763
Japan,JPN,1950,79.52342663
Japan,JPN,1960,78.64167476
Japan,JPN,1970,79.4814307
Japan,JPN,1980,80.37949729
Japan,JPN,1990,80.8308953
Japan,JPN,2000,81.22208736
Japan,JPN,2010,83.72596915
Jordan,JOR,1780,55.3579362
Jordan,JOR,1790,55.34881961
Jordan,JOR,1800,55.33909617
Jordan,JOR,1810,55.32662481
Jordan,JOR,1820,55.31506416
Jordan,JOR,1830,55.24388105
Jordan,JOR,1840,55.17808485
Jordan,JOR,1850,55.10887674
Jordan,JOR,1860,55.0360437
Jordan,JOR,1870,54.95563293
Jordan,JOR,1880,54.64988194
Jordan,JOR,1890,54.28344572
Jordan,JOR,1900,53.91245856
Jordan,JOR,1910,53.43753497
Jordan,JOR,1920,52.95866273
Jordan,JOR,1930,52.38492428
Jordan,JOR,1940,51.33804053
Jordan,JOR,1950,50.28157392
Jordan,JOR,1960,45.83395196
Jordan,JOR,1970,46.1104558
Jordan,JOR,1980,45.76536193
Jordan,JOR,1990,46.26126157
Jordan,JOR,2000,46.6052483
Jordan,JOR,2010,47.2173383
Kazakhstan,KAZ,1780,85.88919269
Kazakhstan,KAZ,1790,85.82810996
Kazakhstan,KAZ,1800,85.76380281
Kazakhstan,KAZ,1810,85.68829168
Kazakhstan,KAZ,1820,85.61184308
Kazakhstan,KAZ,1830,85.53173607
Kazakhstan,KAZ,1840,85.43715807
Kazakhstan,KAZ,1850,85.34673153
Kazakhstan,KAZ,1860,85.25242035
Kazakhstan,KAZ,1870,85.15338936
Kazakhstan,KAZ,1880,82.88371305
Kazakhstan,KAZ,1890,80.8753104
Kazakhstan,KAZ,1900,76.45989711
Kazakhstan,KAZ,1910,71.72451559
Kazakhstan,KAZ,1920,63.81045601
Kazakhstan,KAZ,1930,59.4360783
Kazakhstan,KAZ,1940,46.04633805
Kazakhstan,KAZ,1950,51.58952597
Kazakhstan,KAZ,1960,29.63500776
Kazakhstan,KAZ,1970,28.08044797
Kazakhstan,KAZ,1980,27.26339311
Kazakhstan,KAZ,1990,26.64246971
Kazakhstan,KAZ,2000,20.92779696
Kazakhstan,KAZ,2010,21.82902184
Kenya,KEN,1780,75.36365116
Kenya,KEN,1790,75.07220752
Kenya,KEN,1800,74.77264274
Kenya,KEN,1810,74.46639647
Kenya,KEN,1820,73.8855436
Kenya,KEN,1830,73.26630244
Kenya,KEN,1840,72.6217422
Kenya,KEN,1850,71.95376389
Kenya,KEN,1860,71.26210215
Kenya,KEN,1870,70.48390683
Kenya,KEN,1880,69.67478684
Kenya,KEN,1890,68.8319548
Kenya,KEN,1900,67.9512716
Kenya,KEN,1910,66.38835133
Kenya,KEN,1920,64.06652138
Kenya,KEN,1930,61.75733494
Kenya,KEN,1940,60.70249958
Kenya,KEN,1950,58.26782349
Kenya,KEN,1960,54.23439931
Kenya,KEN,1970,55.51988705
Kenya,KEN,1980,55.38246034
Kenya,KEN,1990,53.97654277
Kenya,KEN,2000,53.21916713
Kenya,KEN,2010,52.61325484
Kosovo,OWID_KOS,1780,86.76327252
Kosovo,OWID_KOS,1790,86.79834584
Kosovo,OWID_KOS,1800,86.85174119
Kosovo,OWID_KOS,1810,86.91184811
Kosovo,OWID_KOS,1820,86.92324429
Kosovo,OWID_KOS,1830,86.94798288
Kosovo,OWID_KOS,1840,86.97266802
Kosovo,OWID_KOS,1850,84.67414328
Kosovo,OWID_KOS,1860,82.30572558
Kosovo,OWID_KOS,1870,79.96510749
Kosovo,OWID_KOS,1880,77.37407249
Kosovo,OWID_KOS,1890,74.43797552
Kosovo,OWID_KOS,1900,71.12552601
Kosovo,OWID_KOS,1910,67.5646057
Kosovo,OWID_KOS,1920,64.11165716
Kosovo,OWID_KOS,1930,60.6333572
Kosovo,OWID_KOS,1940,57.01147531
Kosovo,OWID_KOS,1950,49.37798096
Kosovo,OWID_KOS,1960,40.90883384
Kosovo,OWID_KOS,1970,41.92048235
Kosovo,OWID_KOS,1980,43.37314631
Kosovo,OWID_KOS,1990,43.52288809
Kosovo,OWID_KOS,2000,48.98419077
Kosovo,OWID_KOS,2010,48.99192168
Kuwait,KWT,1780,26.83928521
Kuwait,KWT,1790,26.81050492
Kuwait,KWT,1800,26.77922919
Kuwait,KWT,1810,26.74044255
Kuwait,KWT,1820,26.69914825
Kuwait,KWT,1830,26.64534005
Kuwait,KWT,1840,26.59153174
Kuwait,KWT,1850,26.53020655
Kuwait,KWT,1860,26.46387817
Kuwait,KWT,1870,26.37878799
Kuwait,KWT,1880,26.27866999
Kuwait,KWT,1890,26.16228569
Kuwait,KWT,1900,26.03087358
Kuwait,KWT,1910,25.88320124
Kuwait,KWT,1920,25.72801201
Kuwait,KWT,1930,25.54901514
Kuwait,KWT,1940,25.2186726
Kuwait,KWT,1950,24.90454156
Kuwait,KWT,1960,23.05828755
Kuwait,KWT,1970,23.07829409
Kuwait,KWT,1980,24.55120517
Kuwait,KWT,1990,24.44629989
Kuwait,KWT,2000,24.46755804
Kuwait,KWT,2010,29.95516616
Kyrgyzstan,KGZ,1780,44.66585389
Kyrgyzstan,KGZ,1790,43.92081041
Kyrgyzstan,KGZ,1800,43.18695923
Kyrgyzstan,KGZ,1810,42.41685947
Kyrgyzstan,KGZ,1820,41.59882952
Kyrgyzstan,KGZ,1830,40.74312074
Kyrgyzstan,KGZ,1840,39.85394184
Kyrgyzstan,KGZ,1850,38.9355165
Kyrgyzstan,KGZ,1860,38.01025538
Kyrgyzstan,KGZ,1870,37.04037899
Kyrgyzstan,KGZ,1880,35.92186179
Kyrgyzstan,KGZ,1890,34.80592885
Kyrgyzstan,KGZ,1900,33.51200181
Kyrgyzstan,KGZ,1910,32.15196181
Kyrgyzstan,KGZ,1920,30.61610922
Kyrgyzstan,KGZ,1930,29.14796911
Kyrgyzstan,KGZ,1940,29.97377541
Kyrgyzstan,KGZ,1950,29.23554634
Kyrgyzstan,KGZ,1960,22.6421654
Kyrgyzstan,KGZ,1970,22.83869926
Kyrgyzstan,KGZ,1980,22.65633243
Kyrgyzstan,KGZ,1990,23.83244669
Kyrgyzstan,KGZ,2000,21.50828821
Kyrgyzstan,KGZ,2010,21.61709098
Laos,LAO,1780,97.01930804
Laos,LAO,1790,97.01133261
Laos,LAO,1800,97.005663
Laos,LAO,1810,96.75705746
Laos,LAO,1820,96.50102867
Laos,LAO,1830,96.26188909
Laos,LAO,1840,96.0255638
Laos,LAO,1850,95.78359038
Laos,LAO,1860,95.54478285
Laos,LAO,1870,95.33595054
Laos,LAO,1880,95.1294131
Laos,LAO,1890,94.92194802
Laos,LAO,1900,94.70391549
Laos,LAO,1910,95.27842612
Laos,LAO,1920,95.15842023
Laos,LAO,1930,95.07185958
Laos,LAO,1940,94.96446496
Laos,LAO,1950,94.89046423
Laos,LAO,1960,93.53243941
Laos,LAO,1970,93.78026628
Laos,LAO,1980,93.1500638
Laos,LAO,1990,93.90046018
Laos,LAO,2000,93.20789065
Laos,LAO,2010,93.06307549
Latvia,LVA,1780,88.23031816
Latvia,LVA,1790,87.16504361
Latvia,LVA,1800,85.99111619
Latvia,LVA,1810,84.68375965
Latvia,LVA,1820,83.46978925
Latvia,LVA,1830,82.14116581
Latvia,LVA,1840,80.69269737
Latvia,LVA,1850,79.10501306
Latvia,LVA,1860,77.33453817
Latvia,LVA,1870,75.93482138
Latvia,LVA,1880,74.40799713
Latvia,LVA,1890,72.73558585
Latvia,LVA,1900,70.95967775
Latvia,LVA,1910,68.99912414
Latvia,LVA,1920,68.46143338
Latvia,LVA,1930,67.76990758
Latvia,LVA,1940,67.24307511
Latvia,LVA,1950,68.28591163
Latvia,LVA,1960,66.75550594
Latvia,LVA,1970,67.64454186
Latvia,LVA,1980,67.93522645
Latvia,LVA,1990,69.23263631
Latvia,LVA,2000,68.91247432
Latvia,LVA,2010,67.63500508
Lebanon,LBN,1780,84.17553379
Lebanon,LBN,1790,84.30809612
Lebanon,LBN,1800,84.43565714
Lebanon,LBN,1810,84.55072038
Lebanon,LBN,1820,84.65827615
Lebanon,LBN,1830,84.41527365
Lebanon,LBN,1840,84.2298505
Lebanon,LBN,1850,84.01934733
Lebanon,LBN,1860,83.79629985
Lebanon,LBN,1870,83.5457531
Lebanon,LBN,1880,82.71175835
Lebanon,LBN,1890,82.6942898
Lebanon,LBN,1900,82.26541594
Lebanon,LBN,1910,82.22520587
Lebanon,LBN,1920,81.43031954
Lebanon,LBN,1930,79.8857974
Lebanon,LBN,1940,77.66562958
Lebanon,LBN,1950,74.97353785
Lebanon,LBN,1960,70.14271006
Lebanon,LBN,1970,65.54950691
Lebanon,LBN,1980,66.60445726
Lebanon,LBN,1990,66.48420182
Lebanon,LBN,2000,63.77145169
Lebanon,LBN,2010,63.18190569
Lesotho,LSO,1780,87.69724292
Lesotho,LSO,1790,87.50563274
Lesotho,LSO,1800,87.31067692
Lesotho,LSO,1810,87.10990619
Lesotho,LSO,1820,85.95446842
Lesotho,LSO,1830,84.70075445
Lesotho,LSO,1840,83.32288771
Lesotho,LSO,1850,81.83009841
Lesotho,LSO,1860,79.99615948
Lesotho,LSO,1870,77.73235898
Lesotho,LSO,1880,74.92572317
Lesotho,LSO,1890,72.11879067
Lesotho,LSO,1900,68.90071446
Lesotho,LSO,1910,64.99612833
Lesotho,LSO,1920,56.84348191
Lesotho,LSO,1930,47.43112487
Lesotho,LSO,1940,37.18926694
Lesotho,LSO,1950,33.65796792
Lesotho,LSO,1960,26.00263078
Lesotho,LSO,1970,31.64366557
Lesotho,LSO,1980,35.40131968
Lesotho,LSO,1990,34.73936922
Lesotho,LSO,2000,35.13850186
Lesotho,LSO,2010,34.17495374
Liberia,LBR,1780,94.15164241
Liberia,LBR,1790,94.09153269
Liberia,LBR,1800,94.0308331
